"Scenario","Replicate","Generations","Length_of_benchmarking_reference","Distance_from_HXB2","Average_pairwise_diversity_of_quasispecies","ENV_diversity","Assembly","contigs_..._0_bp.","contigs_..._1000_bp.","contigs_..._5000_bp.","contigs_..._10000_bp.","contigs_..._25000_bp.","contigs_..._50000_bp.","Total_length_..._0_bp.","Total_length_..._1000_bp.","Total_length_..._5000_bp.","Total_length_..._10000_bp.","Total_length_..._25000_bp.","Total_length_..._50000_bp.","contigs","Largest_contig","Total_length","Reference_length","GC_...","Reference_GC_...","N50","NG50","L50","LG50","total_reads","left","right","Mapped_...","Reference_mapped_...","Properly_paired_...","Reference_properly_paired_...","Avg_coverage_depth","Reference_avg_coverage_depth","Coverage_.._1x_...","Reference_coverage_.._1x_...","misassemblies","misassembled_contigs","Misassembled_contigs_length","local_misassemblies","scaffold_gap_ext_mis","scaffold_gap_loc_mis","unaligned_mis_contigs","unaligned_contigs","Unaligned_length","Genome_fraction_...","Duplication_ratio","N.s_per_100_kbp","mismatches_per_100_kbp","indels_per_100_kbp","Largest_alignment","Total_aligned_length","NA50","NGA50","LA50","LGA50","ID","total_reads.1","left.1","right.1","mapped","Mapped_....1","properly_paired","Properly_paired_....1","singletons","Singletons_...","misjoint_mates","Misjoint_mates_...","Avg_coverage_depth.1","Coverage_.._1x_....1","Coverage_.._5x_...","Coverage_.._10x_...","reference_mapped","Reference_mapped_....1","reference_properly_paired","Reference_properly_paired_....1","reference_singletons","Reference_singletons_...","reference_misjoint_mates","Reference_misjoint_mates_...","Reference_avg_coverage_depth.1","Reference_coverage_.._1x_....1","Reference_coverage_.._5x_...","Reference_coverage_.._10x_...","Assembly.1","misassemblies.1","contig_misassemblies","c_relocations","c_translocations","c_inversions","scaffold_misassemblies","s_relocations","s_translocations","s_inversions","misassembled_contigs.1","Misassembled_contigs_length.1","local_misassemblies.1","scaffold_gap_ext_mis.1","scaffold_gap_loc_mis.1","unaligned_mis_contigs.1","mismatches","indels","indels_..._5_bp.","indels_.._5_bp.","Indels_length","fully_unaligned_contigs","Fully_unaligned_length","partially_unaligned_contigs","Partially_unaligned_length","N.s","pos_correct","poserr_major","poserr_ltr","poserr_unmapped","poserr_extramapped","Accuracy","Precision","Sensitivity","Specificity","F1score","User_time","System_time","Elapsed_time","MRSS","File_outputs","CPU_percentage"
"V2.248","SIM_A1_lowcov_cont","replicate17",793,8669,1141,245.8303,17.82646,"viralngs_genome",1,1,1,0,0,0,8043,8043,8043,0,0,0,1,8043,8043,8669,"39.90",40.64,8043,"8043",1,"1",15457,8800,8800,99.37,111.92,90.56,111.39,471,505,92.99,100,"0","0","0","0","0","2","0","0 + 0 part",0,"86.797","0.999",8330.23,"1016.18","160.45","7479","7479","7479","7479","1","1","SIM_A1_lowcov_cont_replicate17_viralngs_genome",15457,8800,8800,15360,99.37,13998,90.56,1362,8.81,0,0,471,92.99,92.99,92.99,17516,111.92,17432,111.39,84,0.54,0,0,505,100,99.95,99.9,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","76","12","9","3","51",0,0,"  0","  0",670,15360,0,0,2240,0,0.972896,0.9801,0.811367,0.997492,0.887787,98.8,5.61," 0;41.41",679412,463128," 252%"
"V2.348","SIM_A1_lowcov_cont","replicate17",793,8669,1141,245.8303,17.82646,"vpipe_genome",1,1,1,0,0,0,8617,8617,8617,0,0,0,1,8617,8617,8669,"40.93",40.64,8617,"8617",1,"1",15475,8800,8800,106.46,111.92,100.08,111.39,469,505,99.22,100,"0","0","0","0","0","0","0","0 + 0 part",0,"95.943","0.998",0,"3315.59","423.52","8264","8264","8264","8264","1","1","SIM_A1_lowcov_cont_replicate17_vpipe_genome",15475,8800,8800,16474,106.46,15488,100.08,986,6.37,0,0,469,99.22,99.15,99.09,17516,111.92,17432,111.39,84,0.54,0,0,505,100,99.95,99.9,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","274","35","26","9","167",0,0,"0","0",0,16474,0,0,1126,0,0.982911,0.952096,0.916804,0.992976,0.934117,404.43,146.23," 4;59.49",1182596,13240816," 183%"
"V249","SIM_A1_lowcov_cont","replicate18",397,8642,1085,130.060202,6.979192,"shiver_genome",1,1,1,0,0,0,8624,8624,8624,0,0,0,1,8624,8624,8642,"40.82",40.8,8624,"8624",1,"1",15418,8800,8800,113.61,113.58,113.06,113.03,506,506,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"11.6","69.57","8624","8624","8624","8624","1","1","SIM_A1_lowcov_cont_replicate18_shiver_genome",15418,8800,8800,17516,113.61,17432,113.06,84,0.54,0,0,506,100,99.9,99.84,17516,113.58,17432,113.03,84,0.54,0,0,506,100,99.9,99.84,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","6","0","18",0,0,"0","0",0,17516,0,0,84,0,0.999539,0.994169,1,0.9995,0.997076,2087.48,45.7," 34;31.15",1362440,10400488," 102%"
"V2.149","SIM_A1_lowcov_cont","replicate18",397,8642,1085,130.060202,6.979192,"smaltalign_genome",1,1,1,0,0,0,8624,8624,8624,0,0,0,1,8624,8624,8642,"40.8",40.8,8624,"8624",1,"1",15420,8800,8800,113.58,113.58,113.02,113.03,506,506,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"69.57","69.57","8624","8624","8624","8624","1","1","SIM_A1_lowcov_cont_replicate18_smaltalign_genome",15420,8800,8800,17514,113.58,17428,113.02,86,0.56,0,0,506,100,99.9,99.84,17516,113.58,17432,113.03,84,0.54,0,0,506,100,99.9,99.84,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","0","18",0,0,"0","0",0,17513,0,0,86,1,0.999539,0.994169,1,0.9995,0.997076,380.31,4.35," 2;04.89",1436552,395184," 308%"
"V2.249","SIM_A1_lowcov_cont","replicate18",397,8642,1085,130.060202,6.979192,"viralngs_genome",1,1,1,0,0,0,8608,8608,8608,0,0,0,1,8608,8608,8642,"40.67",40.8,8608,"8608",1,"1",15418,8800,8800,113.61,113.58,113.06,113.03,507,506,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.814","1",313.66,"139.41","69.7","8608","8608","8608","8608","1","1","SIM_A1_lowcov_cont_replicate18_viralngs_genome",15418,8800,8800,17516,113.61,17432,113.06,84,0.54,0,0,507,100,100,100,17516,113.58,17432,113.03,84,0.54,0,0,506,100,99.9,99.84,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","6","6","0","18",0,0,"0","0",27,17516,0,0,84,0,0.998272,0.994074,0.983871,0.9995,0.988946,102.46,5.99," 0;43.13",711952,453280," 251%"
"V2.349","SIM_A1_lowcov_cont","replicate18",397,8642,1085,130.060202,6.979192,"vpipe_genome",1,1,1,0,0,0,8641,8641,8641,0,0,0,1,8641,8641,8642,"41.09",40.8,8641,"8641",1,"1",15268,8800,8800,106.87,113.58,100,113.03,466,506,99.17,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.849","1.002",0,"2271.67","660.64","8628","8628","8628","8628","1","1","SIM_A1_lowcov_cont_replicate18_vpipe_genome",15268,8800,8800,16317,106.87,15268,100,1049,6.87,0,0,466,99.17,99.06,99,17516,113.58,17432,113.03,84,0.54,0,0,506,100,99.9,99.84,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","196","57","51","6","149",0,0,"0","0",0,16317,0,0,1283,0,0.986753,0.92,0.910557,0.993249,0.915254,390.53,138.46," 5;00.13",1187068,13241272," 176%"
"V250","SIM_A1_lowcov_cont","replicate19",775,8654,1155,209.3505,15.2196,"shiver_genome",1,1,1,0,0,0,8630,8630,8630,0,0,0,1,8630,8630,8654,"40.58",40.52,8630,"8630",1,"1",15395,8800,8800,113.76,113.75,113.21,113.19,506,506,99.97,99.97,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"312.86","81.11","8630","8630","8630","8630","1","1","SIM_A1_lowcov_cont_replicate19_shiver_genome",15395,8800,8800,17514,113.76,17428,113.21,86,0.56,0,0,506,99.97,99.94,99.86,17514,113.75,17428,113.19,86,0.56,0,0,506,99.97,99.94,99.86,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","7","6","1","24",0,0,"0","0",0,17514,0,0,86,0,0.99862,0.98827,1,0.998439,0.9941,1914.31,36.72," 31;40.13",1370012,7866744," 102%"
"V2.150","SIM_A1_lowcov_cont","replicate19",775,8654,1155,209.3505,15.2196,"smaltalign_genome",1,1,1,0,0,0,8627,8627,8627,0,0,0,1,8627,8627,8654,"40.58",40.52,8627,"8627",1,"1",15384,8800,8800,113.63,113.75,112.86,113.19,505,506,99.9,99.97,"0","0","0","0","0","0","0","0 + 0 part",0,"98.888","1",0,"374.97","82.02","8534","8534","8534","8534","1","1","SIM_A1_lowcov_cont_replicate19_smaltalign_genome",15384,8800,8800,17481,113.63,17362,112.86,119,0.77,0,0,505,99.9,99.87,99.79,17514,113.75,17428,113.19,86,0.56,0,0,506,99.97,99.94,99.86,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","7","6","1","24",0,0,"0","0",0,17481,0,0,119,0,0.998045,0.985352,0.998022,0.998048,0.991646,390.44,4.38," 2;11.57",1436592,399376," 300%"
"V2.250","SIM_A1_lowcov_cont","replicate19",775,8654,1155,209.3505,15.2196,"viralngs_genome",1,1,1,0,0,0,8314,8314,8314,0,0,0,1,8314,8314,8654,"39.72",40.52,8314,"8314",1,"1",15081,8800,8800,98.21,113.75,81.86,113.19,439,506,91.48,99.97,"0","0","0","0","0","4","0","0 + 0 part",0,"88.134","1",8539.81,"328.69","65.74","7606","7606","7606","7606","1","1","SIM_A1_lowcov_cont_replicate19_viralngs_genome",15081,8800,8800,14811,98.21,12346,81.86,2465,16.35,0,0,439,91.48,91.48,91.48,17514,113.75,17428,113.19,86,0.56,0,0,506,99.97,99.94,99.86,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","25","5","5","0","15",0,0,"0","0",710,14811,0,0,2789,0,0.975391,0.984204,0.801187,0.998308,0.883315,99.97,6.02," 0;42.33",708184,457568," 250%"
"V2.350","SIM_A1_lowcov_cont","replicate19",775,8654,1155,209.3505,15.2196,"vpipe_genome",1,1,1,0,0,0,8635,8635,8635,0,0,0,1,8635,8635,8654,"41.11",40.52,8635,"8635",1,"1",15303,8800,8800,107.56,113.75,101.33,113.19,470,506,99.21,99.97,"0","0","0","0","0","0","0","0 + 0 part",0,"98.065","1.001",0,"2195.73","543.03","8471","8471","8471","8471","1","1","SIM_A1_lowcov_cont_replicate19_vpipe_genome",15303,8800,8800,16460,107.56,15506,101.33,954,6.23,0,0,470,99.21,99.19,99.11,17514,113.75,17428,113.19,86,0.56,0,0,506,99.97,99.94,99.86,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","186","46","39","7","138",0,0,"0","0",0,16460,0,0,1140,0,0.983326,0.944559,0.90999,0.992973,0.926952,402.09,146.91," 5;08.11",1185800,13241048," 178%"
"V251","SIM_A1_lowcov_cont","replicate2",299,8638,1073,108.416768,6.730101,"shiver_genome",1,1,1,0,0,0,8629,8629,8629,0,0,0,1,8629,8629,8638,"40.87",40.77,8629,"8629",1,"1",17600,8800,8800,99.65,99.65,99.31,99.31,506,507,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","0.999",0,"0","23.15","8629","8629","8629","8629","1","1","SIM_A1_lowcov_cont_replicate2_shiver_genome",17600,8800,8800,17539,99.65,17478,99.31,61,0.35,0,0,506,100,99.98,99.92,17539,99.65,17478,99.31,61,0.35,0,0,507,100,99.98,99.92,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","37",0,0,"0","0",0,17539,0,0,61,0,0.994812,0.957276,0.982192,0.995972,0.969574,2418.76,62.2," 40;04.04",1343272,8761920," 103%"
"V2.151","SIM_A1_lowcov_cont","replicate2",299,8638,1073,108.416768,6.730101,"smaltalign_genome",1,1,1,0,0,0,8638,8638,8638,0,0,0,1,8638,8638,8638,"40.82",40.77,8638,"8638",1,"1",17600,8800,8800,99.47,99.65,98.94,99.31,506,507,99.91,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.687","1.003",0,"162.58","0","8611","8611","8611","8611","1","1","SIM_A1_lowcov_cont_replicate2_smaltalign_genome",17600,8800,8800,17507,99.47,17414,98.94,93,0.53,0,0,506,99.91,99.88,99.83,17539,99.65,17478,99.31,61,0.35,0,0,507,100,99.98,99.92,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0",0,0,"0","0",0,17507,0,0,93,0,0.994927,0.954907,0.986301,0.99572,0.97035,377.61,4.3," 2;03.79",1436612,394224," 308%"
"V2.251","SIM_A1_lowcov_cont","replicate2",299,8638,1073,108.416768,6.730101,"viralngs_genome",1,1,1,0,0,0,8636,8636,8636,0,0,0,1,8636,8636,8638,"40.78",40.77,8636,"8636",1,"1",17600,8800,8800,99.65,99.65,99.31,99.31,507,507,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.977","1",11.58,"0","0","8636","8636","8636","8636","1","1","SIM_A1_lowcov_cont_replicate2_viralngs_genome",17600,8800,8800,17539,99.65,17478,99.31,61,0.35,0,0,507,100,100,99.94,17539,99.65,17478,99.31,61,0.35,0,0,507,100,99.98,99.92,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,"0","0",1,17539,0,0,61,0,0.995273,0.957503,0.987671,0.995972,0.972353,84.21,6.85," 0;49.81",668712,422936," 182%"
"V2.351","SIM_A1_lowcov_cont","replicate2",299,8638,1073,108.416768,6.730101,"vpipe_genome",1,1,1,0,0,0,8641,8641,8641,0,0,0,1,8641,8641,8638,"41.19",40.77,8641,"8641",1,"1",17600,8800,8800,94.94,99.65,90.45,99.31,479,507,99.27,100,"0","0","0","1","0","0","0","0 + 0 part",0,"97.465","1.026",0,"1496.61","237.56","8430","8430","8430","8430","1","1","SIM_A1_lowcov_cont_replicate2_vpipe_genome",17600,8800,8800,16709,94.94,15920,90.45,789,4.48,0,0,479,99.27,99.21,99.16,17539,99.65,17478,99.31,61,0.35,0,0,507,100,99.98,99.92,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","126","20","15","5","67",0,0,"0","0",0,16709,0,0,891,0,0.981093,0.867532,0.915068,0.98716,0.890667,374.07,132.05," 4;33.43",1186264,12043392," 185%"
"V252","SIM_A1_lowcov_cont","replicate20",491,8657,1145,122.93414,7.49596,"shiver_genome",1,1,1,0,0,0,8624,8624,8624,0,0,0,1,8624,8624,8657,"40.77",40.76,8624,"8624",1,"1",15385,8800,8800,113.92,113.89,113.44,113.41,507,506,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.942","1",0,"34.81","92.82","8619","8619","8619","8619","1","1","SIM_A1_lowcov_cont_replicate20_shiver_genome",15385,8800,8800,17526,113.92,17452,113.44,74,0.48,0,0,507,100,99.98,99.93,17526,113.89,17452,113.41,74,0.48,0,0,506,100,99.95,99.93,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","8","7","1","33",0,0,"0","0",0,17526,0,0,74,0,0.998504,0.982019,1,0.99837,0.990928,2001.34,35.41," 33;35.17",1367024,6336480," 101%"
"V2.152","SIM_A1_lowcov_cont","replicate20",491,8657,1145,122.93414,7.49596,"smaltalign_genome",1,1,1,0,0,0,8624,8624,8624,0,0,0,1,8624,8624,8657,"40.8",40.76,8624,"8624",1,"1",15381,8800,8800,113.78,113.89,113.14,113.41,506,506,99.93,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.849","1",0,"220.65","92.9","8611","8611","8611","8611","1","1","SIM_A1_lowcov_cont_replicate20_smaltalign_genome",15381,8800,8800,17501,113.78,17402,113.14,99,0.64,0,0,506,99.93,99.88,99.86,17526,113.89,17452,113.41,74,0.48,0,0,506,100,99.95,99.93,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","8","7","1","33",0,0,"0","0",0,17501,0,0,99,0,0.997583,0.977809,0.992958,0.997994,0.985325,369.49,4.09," 1;54.30",1431528,395272," 326%"
"V2.252","SIM_A1_lowcov_cont","replicate20",491,8657,1145,122.93414,7.49596,"viralngs_genome",1,1,1,0,0,0,8612,8612,8612,0,0,0,1,8612,8612,8657,"40.69",40.76,8612,"8612",1,"1",15389,8800,8800,113.89,113.89,113.41,113.41,507,506,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.93","0.999",0,"174.18","104.51","8612","8612","8612","8612","1","1","SIM_A1_lowcov_cont_replicate20_viralngs_genome",15389,8800,8800,17526,113.89,17452,113.41,74,0.48,0,0,507,100,100,100,17526,113.89,17452,113.41,74,0.48,0,0,506,100,99.95,99.93,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","9","7","2","39",0,0,"0","0",0,17526,0,0,74,0,0.998158,0.981944,0.995775,0.99837,0.988811,100.91,6.23," 0;43.85",725000,454632," 244%"
"V2.352","SIM_A1_lowcov_cont","replicate20",491,8657,1145,122.93414,7.49596,"vpipe_genome",1,1,1,0,0,0,8632,8632,8632,0,0,0,1,8632,8632,8657,"41.08",40.76,8632,"8632",1,"1",15312,8800,8800,109.93,113.89,105.28,113.41,482,506,99.21,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.791","1.001",0,"1625.26","487.58","8614","8614","8614","8614","1","1","SIM_A1_lowcov_cont_replicate20_vpipe_genome",15312,8800,8800,16833,109.93,16120,105.28,713,4.66,0,0,482,99.21,99.19,99.13,17526,113.89,17452,113.41,74,0.48,0,0,506,100,99.95,99.93,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140","42","36","6","151",0,0,"0","0",0,16833,0,0,767,0,0.987337,0.931034,0.912676,0.993983,0.921764,385.01,137.58," 5;07.86",1185244,13241296," 169%"
"V253","SIM_A1_lowcov_cont","replicate3",1167,8671,1222,256.14263,18.68222,"shiver_genome",1,1,1,0,0,0,8638,8638,8638,0,0,0,1,8638,8638,8671,"40.39",40.4,8638,"8638",1,"1",17600,8800,8800,99.61,99.61,99.23,99.23,506,505,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"11.58","104.18","8638","8638","8638","8638","1","1","SIM_A1_lowcov_cont_replicate3_shiver_genome",17600,8800,8800,17532,99.61,17464,99.23,68,0.39,0,0,506,100,99.99,99.97,17532,99.61,17464,99.23,68,0.39,0,0,505,100,99.99,99.97,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","9","7","2","33",0,0,"0","0",0,17532,0,0,68,0,0.991613,0.946333,0.987862,0.992139,0.966651,324.54,18.4," 5;34.61",1347040,2213432," 102%"
"V2.153","SIM_A1_lowcov_cont","replicate3",1167,8671,1222,256.14263,18.68222,"smaltalign_genome",1,1,1,0,0,0,8638,8638,8638,0,0,0,1,8638,8638,8671,"40.52",40.4,8638,"8638",1,"1",17600,8800,8800,99.47,99.61,98.94,99.23,505,505,99.93,100,"0","0","0","0","0","0","0","0 + 0 part",0,"98.912","1.011",0,"70.22","105.32","8544","8544","8544","8544","1","1","SIM_A1_lowcov_cont_replicate3_smaltalign_genome",17600,8800,8800,17507,99.47,17414,98.94,93,0.53,0,0,505,99.93,99.91,99.87,17532,99.61,17464,99.23,68,0.39,0,0,505,100,99.99,99.97,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","9","7","2","33",0,0,"0","0",0,17507,0,0,93,0,0.990924,0.942857,0.985994,0.991615,0.963943,394.23,4.54," 2;15.48",1436600,400616," 294%"
"V2.253","SIM_A1_lowcov_cont","replicate3",1167,8671,1222,256.14263,18.68222,"viralngs_genome",1,1,1,0,0,0,8458,8458,8458,0,0,0,1,8458,8458,8671,"40.36",40.4,8458,"8458",1,"1",17600,8800,8800,92.54,99.61,85.08,99.23,477,505,96.24,100,"0","0","0","0","0","1","0","0 + 0 part",0,"95.324","1.027",3818.87,"315.73","133.58","8230","8230","8230","8230","1","1","SIM_A1_lowcov_cont_replicate3_viralngs_genome",17600,8800,8800,16287,92.54,14974,85.08,1313,7.46,0,0,477,96.24,96.24,96.24,17532,99.61,17464,99.23,68,0.39,0,0,505,100,99.99,99.97,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","26","11","9","2","37",0,0,"0","0",323,16287,0,0,1313,0,0.980239,0.949051,0.887021,0.993318,0.916988,79.47,6.92," 0;46.03",642892,426256," 187%"
"V2.353","SIM_A1_lowcov_cont","replicate3",1167,8671,1222,256.14263,18.68222,"vpipe_genome",1,1,1,0,0,0,8614,8614,8614,0,0,0,1,8614,8614,8671,"40.9",40.4,8614,"8614",1,"1",17600,8800,8800,92.95,99.61,86.89,99.23,466,505,99.27,100,"0","0","0","3","0","0","0","0 + 0 part",0,"88.124","1.131",0,"1077.1","183.9","7599","7599","7599","7599","1","1","SIM_A1_lowcov_cont_replicate3_vpipe_genome",17600,8800,8800,16360,92.95,15292,86.89,1068,6.07,0,0,466,99.27,99.26,99.23,17532,99.61,17464,99.23,68,0.39,0,0,505,100,99.99,99.97,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","82","14","11","3","64",0,0,"0","0",0,16360,0,0,1240,0,0.971278,0.85789,0.918768,0.978645,0.887286,399.63,139.91," 4;35.94",1182076,12044008," 195%"
"V254","SIM_A1_lowcov_cont","replicate4",701,8662,1118,221.91273,13.83212,"shiver_genome",1,1,1,0,0,0,8637,8637,8637,0,0,0,1,8637,8637,8662,"40.69",40.67,8637,"8637",1,"1",17600,8800,8800,99.6,99.6,99.19,99.19,506,506,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"138.94","92.62","8637","8637","8637","8637","1","1","SIM_A1_lowcov_cont_replicate4_shiver_genome",17600,8800,8800,17529,99.6,17458,99.19,71,0.4,0,0,506,100,100,99.91,17529,99.6,17458,99.19,71,0.4,0,0,506,100,100,99.91,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","8","7","1","25",0,0,"0","0",0,17529,0,0,71,0,0.99402,0.955556,0.996139,0.993734,0.975425,2223.34,52.12," 37;14.18",1344460,6764400," 101%"
"V2.154","SIM_A1_lowcov_cont","replicate4",701,8662,1118,221.91273,13.83212,"smaltalign_genome",1,1,1,0,0,0,8642,8642,8642,0,0,0,1,8642,8642,8662,"40.77",40.67,8642,"8642",1,"1",17600,8800,8800,99.6,99.6,99.19,99.19,506,506,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1.001",0,"219.98","69.47","8641","8641","8641","8641","1","1","SIM_A1_lowcov_cont_replicate4_smaltalign_genome",17600,8800,8800,17529,99.6,17458,99.19,71,0.4,0,0,506,100,100,99.91,17529,99.6,17458,99.19,71,0.4,0,0,506,100,100,99.91,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","6","5","1","21",0,0,"0","0",0,17529,0,0,71,0,0.994135,0.956441,0.996139,0.993864,0.975887,390.23,4.37," 2;11.96",1436560,399480," 299%"
"V2.254","SIM_A1_lowcov_cont","replicate4",701,8662,1118,221.91273,13.83212,"viralngs_genome",1,1,1,0,0,0,8533,8533,8533,0,0,0,1,8533,8533,8662,"40.39",40.67,8533,"8533",1,"1",17600,8800,8800,78.32,99.6,62.76,99.19,394,506,86.23,100,"0","0","0","0","0","6","0","0 + 0 part",0,"85.076","1.161",14520.1,"517.15","68.05","7352","7352","7352","7352","1","1","SIM_A1_lowcov_cont_replicate4_viralngs_genome",17600,8800,8800,13785,78.32,11046,62.76,2739,15.56,0,0,394,86.23,86.23,86.23,17529,99.6,17458,99.19,71,0.4,0,0,506,100,100,99.91,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","38","5","4","1","18",0,0,"0","0",1239,13785,0,0,3815,0,0.966536,0.962733,0.748069,0.996084,0.841934,80.24,6.84," 0;47.88",641344,424024," 181%"
"V2.354","SIM_A1_lowcov_cont","replicate4",701,8662,1118,221.91273,13.83212,"vpipe_genome",1,1,1,0,0,0,8635,8635,8635,0,0,0,1,8635,8635,8662,"40.91",40.67,8635,"8635",1,"1",17600,8800,8800,94.49,99.6,89.6,99.19,474,506,99.24,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.687","1.003",0,"2485.48","418.12","8619","8619","8619","8619","1","1","SIM_A1_lowcov_cont_replicate4_vpipe_genome",17600,8800,8800,16630,94.49,15770,89.6,860,4.89,0,0,474,99.24,99.24,99.14,17529,99.6,17458,99.19,71,0.4,0,0,506,100,100,99.91,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","214","36","27","9","185",0,0,"0","0",0,16630,0,0,970,0,0.975621,0.875228,0.927606,0.982115,0.900656,397.93,143.94," 4;41.69",1185236,12043360," 192%"
"V255","SIM_A1_lowcov_cont","replicate5",793,8647,1146,216.92424,15.50222,"shiver_genome",1,1,1,0,0,0,8632,8632,8632,0,0,0,1,8632,8632,8647,"40.55",40.59,8632,"8632",1,"1",17600,8800,8800,99.5,99.5,99,99,506,506,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"289.75","57.95","8632","8632","8632","8632","1","1","SIM_A1_lowcov_cont_replicate5_shiver_genome",17600,8800,8800,17512,99.5,17424,99,88,0.5,0,0,506,100,99.98,99.93,17512,99.5,17424,99,88,0.5,0,0,506,100,99.98,99.93,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","5","5","0","15",0,0,"0","0",0,17512,0,0,88,0,0.994936,0.962203,0.99,0.995506,0.975904,1760.29,48.73," 29;39.68",1344072,5901504," 101%"
"V2.155","SIM_A1_lowcov_cont","replicate5",793,8647,1146,216.92424,15.50222,"smaltalign_genome",1,1,1,0,0,0,8638,8638,8638,0,0,0,1,8638,8638,8647,"40.6",40.59,8638,"8638",1,"1",17600,8800,8800,99.41,99.5,98.82,99,505,506,99.91,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.722","1.004",0,"534.64","46.49","8611","8611","8611","8611","1","1","SIM_A1_lowcov_cont_replicate5_smaltalign_genome",17600,8800,8800,17496,99.41,17392,98.82,104,0.59,0,0,505,99.91,99.88,99.84,17512,99.5,17424,99,88,0.5,0,0,506,100,99.98,99.93,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","4","4","0","12",0,0,"0","0",0,17496,0,0,104,0,0.994476,0.958065,0.99,0.994993,0.97377,388.71,4.42," 2;11.77",1436520,396608," 298%"
"V2.255","SIM_A1_lowcov_cont","replicate5",793,8647,1146,216.92424,15.50222,"viralngs_genome",1,1,1,0,0,0,8629,8629,8629,0,0,0,1,8629,8629,8647,"40.38",40.59,8629,"8629",1,"1",17600,8800,8800,97.28,99.5,94.57,99,492,506,99.05,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.93","1.001",2155.52,"788.68","46.39","8629","8629","8629","8629","1","1","SIM_A1_lowcov_cont_replicate5_viralngs_genome",17600,8800,8800,17122,97.28,16644,94.57,478,2.72,0,0,492,99.05,99.05,99.01,17512,99.5,17424,99,88,0.5,0,0,506,100,99.98,99.93,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","68","4","4","0","12",0,0,"0","0",186,17122,0,0,478,0,0.991829,0.969422,0.951111,0.996534,0.960179,79.21,6.81," 0;45.51",643884,420944," 189%"
