"Dataset","Sample","Length_of_benchmarking_reference","Distance_from_HXB2","Assembly","contigs_..._0_bp.","contigs_..._1000_bp.","contigs_..._5000_bp.","contigs_..._10000_bp.","contigs_..._25000_bp.","contigs_..._50000_bp.","Total_length_..._0_bp.","Total_length_..._1000_bp.","Total_length_..._5000_bp.","Total_length_..._10000_bp.","Total_length_..._25000_bp.","Total_length_..._50000_bp.","contigs","Largest_contig","Total_length","Reference_length","GC_...","Reference_GC_...","N50","NG50","N90","NG90","auN","auNG","L50","LG50","L90","LG90","total_reads","left","right","Mapped_...","Reference_mapped_...","Properly_paired_...","Reference_properly_paired_...","Avg_coverage_depth","Reference_avg_coverage_depth","Coverage_.._1x_...","Reference_coverage_.._1x_...","misassemblies","misassembled_contigs","Misassembled_contigs_length","local_misassemblies","scaffold_gap_ext_mis","scaffold_gap_loc_mis","structural_variations","unaligned_mis_contigs","unaligned_contigs","Unaligned_length","Genome_fraction_...","Duplication_ratio","N.s_per_100_kbp","mismatches_per_100_kbp","indels_per_100_kbp","Largest_alignment","Total_aligned_length","NA50","NGA50","NA90","NGA90","auNA","auNGA","LA50","LGA50","LA90","LGA90","ID","total_reads.1","left.1","right.1","mapped","Mapped_....1","properly_paired","Properly_paired_....1","singletons","Singletons_...","misjoint_mates","Misjoint_mates_...","Avg_coverage_depth.1","Coverage_.._1x_....1","Coverage_.._5x_...","Coverage_.._10x_...","reference_mapped","Reference_mapped_....1","reference_properly_paired","Reference_properly_paired_....1","reference_singletons","Reference_singletons_...","reference_misjoint_mates","Reference_misjoint_mates_...","Reference_avg_coverage_depth.1","Reference_coverage_.._1x_....1","Reference_coverage_.._5x_...","Reference_coverage_.._10x_...","Assembly.1","misassemblies.1","contig_misassemblies","c_relocations","c_translocations","c_inversions","scaffold_misassemblies","s_relocations","s_translocations","s_inversions","misassembled_contigs.1","Misassembled_contigs_length.1","local_misassemblies.1","scaffold_gap_ext_mis.1","scaffold_gap_loc_mis.1","structural_variations.1","unaligned_mis_contigs.1","mismatches","indels","indels_..._5_bp.","indels_.._5_bp.","Indels_length","fully_unaligned_contigs","Fully_unaligned_length","partially_unaligned_contigs","Partially_unaligned_length","N.s","pos_correct","poserr_major","poserr_ltr","poserr_unmapped","poserr_extramapped","Accuracy","Precision","Sensitivity","Specificity","F1score","User_time","System_time","Elapsed_time","MRSS","File_outputs","CPU_percentage"
"V2.126","SSNGS_HUN_INT","SSNGS_53.2019_INT",1006,NA,"smaltalign_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1006,38.41,38.67,1195,1195,1195,1195,1195,1419.5,1,1,1,1,666122,369081,369081,21.11,15.7,15.3,10.15,16544,14804,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1,0,0,0,1006,1006,"1006","1006","-","1006",846.9,1006,"1","1","-","1","SSNGS_HUN_INT_SSNGS_53.2019_INT_smaltalign_genome",666122,369081,369081,140642,21.11,101896,15.3,30818,4.63,0,0,16544,100,100,100,106521,15.7,68854,10.15,31243,4.61,0,0,14804,100,100,100,"smaltalign_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106511,0,0,597520,34131,0.900418,0.788991,0.990783,0.848883,0.878447,793.74,7.67," 5;03.26",1425620,1384240," 264%"
"V2.226","SSNGS_HUN_INT","SSNGS_53.2019_INT",1006,NA,"viralngs_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1006,38.28,38.67,1195,1195,1195,1195,1195,1419.5,1,1,1,1,665634,369081,369081,16.95,15.7,8.92,10.15,13025,14804,80,100,0,0,0,0,0,1,0,0,"0 + 0 part",0,75.746,1,20000,0,0,762,762,"762","762","-","-",485.9,577.2,"1","1","-","-","SSNGS_HUN_INT_SSNGS_53.2019_INT_viralngs_genome",665634,369081,369081,112819,16.95,59388,8.92,46419,6.97,0,0,13025,80,80,80,106521,15.7,68854,10.15,31243,4.61,0,0,14804,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,239,78688,0,0,625343,34131,0.755649,0.705202,0.562212,0.865966,0.625641,1110.09,32.89," 8;08.71",1420992,8413088," 233%"
"V2.326","SSNGS_HUN_INT","SSNGS_53.2019_INT",1006,NA,"vpipe_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1006,38.49,38.67,1195,1195,1195,1195,1195,1419.5,1,1,1,1,666120,369081,369081,21.11,15.7,15.3,10.15,16545,14804,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1,0,99.4,0,1006,1006,"1006","1006","-","1006",846.9,1006,"1","1","-","1","SSNGS_HUN_INT_SSNGS_53.2019_INT_vpipe_genome",666120,369081,369081,140648,21.11,101904,15.3,30814,4.63,0,0,16545,100,100,100,106521,15.7,68854,10.15,31243,4.61,0,0,14804,100,100,100,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106513,0,0,597514,34135,0.901255,0.790441,0.990783,0.850197,0.879346,26193.51,4568.71," 2;16;52",1189444,20033536," 374%"
"V227","SSNGS_HUN_INT","SSNGS_54.2017_INT",1133,NA,"shiver_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1133,39.08,38.83,1195,1195,1195,1195,1195,1260.4,1,1,1,1,615060,318801,318801,8.17,7.45,6.16,5.24,5975,5696,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.004,0,441.31,0,1133,1133,"1133","1133","1133","1133",1074.2,1133,"1","1","1","1","SSNGS_HUN_INT_SSNGS_54.2017_INT_shiver_genome",615060,318801,318801,50251,8.17,37874,6.16,10181,1.66,0,0,5975,100,100,100,45884,7.45,32280,5.24,11524,1.87,0,0,5696,100,100,100,"shiver_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,45884,0,0,587351,4367,0.959833,0.911205,0.98627,0.944591,0.947253,1596.27,27.34," 26;00.53",1554580,8805184," 104%"
"V2.127","SSNGS_HUN_INT","SSNGS_54.2017_INT",1133,NA,"smaltalign_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1133,38.83,38.83,1195,1195,1195,1195,1195,1260.4,1,1,1,1,615060,318801,318801,8.17,7.45,6.16,5.24,5975,5696,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.004,0,176.52,0,1133,1133,"1133","1133","1133","1133",1074.2,1133,"1","1","1","1","SSNGS_HUN_INT_SSNGS_54.2017_INT_smaltalign_genome",615060,318801,318801,50251,8.17,37876,6.16,10181,1.66,0,0,5975,100,100,100,45884,7.45,32280,5.24,11524,1.87,0,0,5696,100,100,100,"smaltalign_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,45883,0,0,587351,4368,0.960669,0.911392,0.988558,0.944591,0.948408,984.25,7.7," 7;15.48",1425724,1444888," 227%"
"V2.227","SSNGS_HUN_INT","SSNGS_54.2017_INT",1133,NA,"viralngs_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1133,39,38.83,1195,1195,1195,1195,1195,1260.4,1,1,1,1,615083,318801,318801,8.17,7.45,6.15,5.24,5973,5696,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.004,0,353.05,0,1133,1133,"1133","1133","1133","1133",1074.2,1133,"1","1","1","1","SSNGS_HUN_INT_SSNGS_54.2017_INT_viralngs_genome",615083,318801,318801,50226,8.17,37842,6.15,10192,1.66,0,0,5973,100,100,100,45884,7.45,32280,5.24,11524,1.87,0,0,5696,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,45883,0,0,587376,4343,0.959833,0.911205,0.98627,0.944591,0.947253,1022.73,30.62," 5;40.94",1174292,7722728," 308%"
"V2.327","SSNGS_HUN_INT","SSNGS_54.2017_INT",1133,NA,"vpipe_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1133,39.08,38.83,1195,1195,1195,1195,1195,1260.4,1,1,1,1,615060,318801,318801,8.17,7.45,6.16,5.24,5975,5696,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.004,0,353.05,0,1133,1133,"1133","1133","1133","1133",1074.2,1133,"1","1","1","1","SSNGS_HUN_INT_SSNGS_54.2017_INT_vpipe_genome",615060,318801,318801,50251,8.17,37872,6.16,10181,1.66,0,0,5975,100,100,100,45884,7.45,32280,5.24,11524,1.87,0,0,5696,100,100,100,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,45883,0,0,587351,4368,0.960669,0.913136,0.98627,0.94591,0.948295,27099.76,4510.32," 2;20;29",1189692,19683224," 374%"
"V228","SSNGS_HUN_INT","SSNGS_6.2020_INT",1097,NA,"shiver_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1097,38.41,38.86,1195,1195,1195,1195,1195,1301.8,1,1,1,1,565550,311116,311116,18.83,17.49,15.16,13.41,12649,12773,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.005,0,0,0,1097,1097,"1097","1097","1097","1097",1007,1097,"1","1","1","1","SSNGS_HUN_INT_SSNGS_6.2020_INT_shiver_genome",565550,311116,311116,106472,18.83,85718,15.16,13958,2.47,0,0,12649,100,100,100,99122,17.49,76012,13.41,16490,2.91,0,0,12773,100,100,100,"shiver_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99117,0,0,515760,7355,0.933054,0.874183,0.994424,0.882801,0.930435,2475.56,32.6," 39;56.80",1624308,10983176," 104%"
"V2.128","SSNGS_HUN_INT","SSNGS_6.2020_INT",1097,NA,"smaltalign_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1097,38.33,38.86,1195,1195,1195,1195,1195,1301.8,1,1,1,1,565554,311116,311116,18.83,17.49,15.17,13.41,12651,12773,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.005,0,0,0,1097,1097,"1097","1097","1097","1097",1007,1097,"1","1","1","1","SSNGS_HUN_INT_SSNGS_6.2020_INT_smaltalign_genome",565554,311116,311116,106500,18.83,85776,15.17,13920,2.46,0,0,12651,100,100,100,99122,17.49,76012,13.41,16490,2.91,0,0,12773,100,100,100,"smaltalign_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99118,0,0,515732,7382,0.932218,0.872757,0.994424,0.881279,0.929626,956.62,7.66," 6;16.04",1425756,1430744," 256%"
"V2.228","SSNGS_HUN_INT","SSNGS_6.2020_INT",1097,NA,"viralngs_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1097,38.24,38.86,1195,1195,1195,1195,1195,1301.8,1,1,1,1,565547,311116,311116,18.83,17.49,15.17,13.41,12651,12773,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.005,0,0,0,1097,1097,"1097","1097","1097","1097",1007,1097,"1","1","1","1","SSNGS_HUN_INT_SSNGS_6.2020_INT_viralngs_genome",565547,311116,311116,106503,18.83,85778,15.17,13923,2.46,0,0,12651,100,100,100,99122,17.49,76012,13.41,16490,2.91,0,0,12773,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99117,0,0,515729,7386,0.932218,0.872757,0.994424,0.881279,0.929626,981.74,28.76," 5;56.69",1128188,7285720," 283%"
"V2.328","SSNGS_HUN_INT","SSNGS_6.2020_INT",1097,NA,"vpipe_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1097,38.33,38.86,1195,1195,1195,1195,1195,1301.8,1,1,1,1,565553,311116,311116,18.83,17.49,15.17,13.41,12650,12773,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.005,0,0,0,1097,1097,"1097","1097","1097","1097",1007,1097,"1","1","1","1","SSNGS_HUN_INT_SSNGS_6.2020_INT_vpipe_genome",565553,311116,311116,106497,18.83,85772,15.17,13923,2.46,0,0,12650,100,100,100,99122,17.49,76012,13.41,16490,2.91,0,0,12773,100,100,100,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99115,0,0,515735,7382,0.930544,0.86872,0.996283,0.876712,0.928139,28760.8,5875.58," 2;32;16",1179664,18797496," 379%"
"V229","SSNGS_HUN_INT","SSNGS_6.2021_INT",1120,NA,"shiver_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1120,38.41,38.65,1195,1195,1195,1195,1195,1275,1,1,1,1,1046413,553734,553734,12.09,11.32,8.7,8.17,14381,14471,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.009,0,0,0,1120,1120,"1120","1120","1120","1120",1049.7,1120,"1","1","1","1","SSNGS_HUN_INT_SSNGS_6.2021_INT_shiver_genome",1046413,553734,553734,126539,12.09,91030,8.7,21937,2.1,0,0,14381,100,100,100,118849,11.32,85754,8.17,20799,1.98,0,0,14471,100,100,100,"shiver_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118879,0,0,980929,7660,0.96318,0.920605,0.99591,0.94051,0.956778,3959.6,49.11," 1;03;01",1707648,18557312," 106%"
"V2.129","SSNGS_HUN_INT","SSNGS_6.2021_INT",1120,NA,"smaltalign_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1120,38.41,38.65,1195,1195,1195,1195,1195,1275,1,1,1,1,1046413,553734,553734,12.09,11.32,8.7,8.17,14381,14471,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.009,0,0,0,1120,1120,"1120","1120","1120","1120",1049.7,1120,"1","1","1","1","SSNGS_HUN_INT_SSNGS_6.2021_INT_smaltalign_genome",1046413,553734,553734,126539,12.09,91030,8.7,21937,2.1,0,0,14381,100,100,100,118849,11.32,85754,8.17,20799,1.98,0,0,14471,100,100,100,"smaltalign_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118880,0,0,980929,7659,0.96318,0.920605,0.99591,0.94051,0.956778,807.72,7.2," 5;05.83",1425736,1351376," 266%"
"V2.229","SSNGS_HUN_INT","SSNGS_6.2021_INT",1120,NA,"viralngs_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1120,38.46,38.65,1195,1195,1195,1195,1195,1275,1,1,1,1,1046634,553734,553734,11.99,11.32,8.58,8.17,14286,14471,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.009,334.73,89.29,0,1120,1120,"1120","1120","1120","1120",1049.7,1120,"1","1","1","1","SSNGS_HUN_INT_SSNGS_6.2021_INT_viralngs_genome",1046634,553734,553734,125520,11.99,89832,8.58,22132,2.11,0,0,14286,100,100,100,118849,11.32,85754,8.17,20799,1.98,0,0,14471,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,118879,0,0,981948,6641,0.96318,0.920605,0.99591,0.94051,0.956778,1549.52,43.95," 10;20.37",1413420,11861184," 256%"
"V2.329","SSNGS_HUN_INT","SSNGS_6.2021_INT",1120,NA,"vpipe_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1120,38.41,38.65,1195,1195,1195,1195,1195,1275,1,1,1,1,1046412,553734,553734,12.09,11.32,8.7,8.17,14381,14471,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.009,0,0,0,1120,1120,"1120","1120","1120","1120",1049.7,1120,"1","1","1","1","SSNGS_HUN_INT_SSNGS_6.2021_INT_vpipe_genome",1046412,553734,553734,126538,12.09,91030,8.7,21938,2.1,0,0,14381,100,100,100,118849,11.32,85754,8.17,20799,1.98,0,0,14471,100,100,100,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118880,0,0,980930,7658,0.96318,0.920605,0.99591,0.94051,0.956778,36064.34,6275.21," 3;07;19",1461792,21889416," 376%"
"V230","SSNGS_HUN_INT","SSNGS_62.2019_INT",1009,NA,"shiver_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1009,38.74,38.98,1195,1195,1195,1195,1195,1415.3,1,1,1,1,580862,303757,303757,11.56,8.43,9.13,5.95,7604,6553,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,99.501,1.006,0,697.21,0,1004,1004,"1004","1004","-","1004",843.5,999,"1","1","-","1","SSNGS_HUN_INT_SSNGS_62.2019_INT_shiver_genome",580862,303757,303757,67170,11.56,53030,9.13,5614,0.97,0,0,7604,100,100,100,49439,8.43,34886,5.95,7577,1.29,0,0,6553,100,100,100,"shiver_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,49406,0,0,540344,17764,0.880335,0.734864,0.956522,0.846433,0.831169,2001.74,30.87," 32;20.88",1695720,9159328," 104%"
"V2.130","SSNGS_HUN_INT","SSNGS_62.2019_INT",1009,NA,"smaltalign_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1009,38.74,38.98,1195,1195,1195,1195,1195,1415.3,1,1,1,1,580858,303757,303757,11.56,8.43,9.13,5.95,7603,6553,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,99.501,1.006,0,697.21,0,1004,1004,"1004","1004","-","1004",843.5,999,"1","1","-","1","SSNGS_HUN_INT_SSNGS_62.2019_INT_smaltalign_genome",580858,303757,303757,67162,11.56,53016,9.13,5624,0.97,0,0,7603,100,100,100,49439,8.43,34886,5.95,7577,1.29,0,0,6553,100,100,100,"smaltalign_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,49411,0,0,540352,17751,0.880335,0.734864,0.956522,0.846433,0.831169,874.23,6.8," 5;33.81",1425588,1343680," 263%"
"V2.230","SSNGS_HUN_INT","SSNGS_62.2019_INT",1009,NA,"viralngs_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1009,38.82,38.98,1195,1195,1195,1195,1195,1415.3,1,1,1,1,585105,303757,303757,7.7,8.43,5.18,5.95,4958,6553,66.61,100,0,0,0,0,0,1,0,0,"0 + 0 part",0,68.395,1.006,33389.12,144.93,0,690,690,"690","690","-","-",398.4,471.9,"1","1","-","-","SSNGS_HUN_INT_SSNGS_62.2019_INT_viralngs_genome",585105,303757,303757,45037,7.7,30310,5.18,9193,1.57,0,0,4958,66.61,66.61,66.61,49439,8.43,34886,5.95,7577,1.29,0,0,6553,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,399,27302,0,0,562477,17735,0.690377,0.495536,0.30163,0.863362,0.375,819.08,24.67," 6;00.12",1255656,5941408," 234%"
"V2.330","SSNGS_HUN_INT","SSNGS_62.2019_INT",1009,NA,"vpipe_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1009,38.74,38.98,1195,1195,1195,1195,1195,1415.3,1,1,1,1,580851,303757,303757,11.56,8.43,9.13,5.95,7603,6553,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,99.501,1.006,0,697.21,0,1004,1004,"1004","1004","-","1004",843.5,999,"1","1","-","1","SSNGS_HUN_INT_SSNGS_62.2019_INT_vpipe_genome",580851,303757,303757,67164,11.56,53022,9.13,5620,0.97,0,0,7603,100,100,100,49439,8.43,34886,5.95,7577,1.29,0,0,6553,100,100,100,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,49408,0,0,540350,17756,0.879498,0.733333,0.956522,0.845224,0.830189,33998.77,8004.05," 3;04;03",1183060,18260328," 380%"
"V231","SSNGS_HUN_INT","SSNGS_63.2022_INT",1087,NA,"shiver_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1087,39,38.92,1195,1195,1195,1195,1195,1313.7,1,1,1,1,526322,265439,265439,3.72,3.32,3.02,2.67,2291,2257,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.007,0,551.98,0,1087,1087,"1087","1087","1087","1087",988.8,1087,"1","1","1","1","SSNGS_HUN_INT_SSNGS_63.2022_INT_shiver_genome",526322,265439,265439,19583,3.72,15892,3.02,1961,0.37,0,0,2291,100,100,100,17493,3.32,14078,2.67,1999,0.38,0,0,2257,100,100,100,"shiver_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,17504,0,0,511295,2079,0.959833,0.837638,0.982684,0.954357,0.904382,1768.6,33.97," 28;34.10",1468708,10093992," 105%"
"V2.131","SSNGS_HUN_INT","SSNGS_63.2022_INT",1087,NA,"smaltalign_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1087,39,38.92,1195,1195,1195,1195,1195,1313.7,1,1,1,1,526320,265439,265439,3.72,3.32,3.02,2.67,2291,2257,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.007,0,551.98,0,1087,1087,"1087","1087","1087","1087",988.8,1087,"1","1","1","1","SSNGS_HUN_INT_SSNGS_63.2022_INT_smaltalign_genome",526320,265439,265439,19582,3.72,15890,3.02,1962,0.37,0,0,2291,100,100,100,17493,3.32,14078,2.67,1999,0.38,0,0,2257,100,100,100,"smaltalign_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,17503,0,0,511296,2079,0.958996,0.834559,0.982684,0.95332,0.902584,940.98,7.29," 6;14.18",1425700,1424528," 253%"
"V2.231","SSNGS_HUN_INT","SSNGS_63.2022_INT",1087,NA,"viralngs_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1087,38.91,38.92,1195,1195,1195,1195,1195,1313.7,1,1,1,1,526320,265439,265439,3.72,3.32,3.02,2.67,2291,2257,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.007,0,459.98,0,1087,1087,"1087","1087","1087","1087",988.8,1087,"1","1","1","1","SSNGS_HUN_INT_SSNGS_63.2022_INT_viralngs_genome",526320,265439,265439,19581,3.72,15890,3.02,1963,0.37,0,0,2291,100,100,100,17493,3.32,14078,2.67,1999,0.38,0,0,2257,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,17503,0,0,511297,2078,0.958996,0.834559,0.982684,0.95332,0.902584,844.4,26.61," 4;32.64",957780,6394336," 319%"
"V2.331","SSNGS_HUN_INT","SSNGS_63.2022_INT",1087,NA,"vpipe_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1087,39,38.92,1195,1195,1195,1195,1195,1313.7,1,1,1,1,526322,265439,265439,3.72,3.32,3.02,2.67,2291,2257,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.007,0,551.98,0,1087,1087,"1087","1087","1087","1087",988.8,1087,"1","1","1","1","SSNGS_HUN_INT_SSNGS_63.2022_INT_vpipe_genome",526322,265439,265439,19583,3.72,15892,3.02,1961,0.37,0,0,2291,100,100,100,17493,3.32,14078,2.67,1999,0.38,0,0,2257,100,100,100,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,17504,0,0,511295,2079,0.959833,0.837638,0.982684,0.954357,0.904382,32791.51,7634.51," 2;57;07",1192312,18154464," 380%"
"V232","SSNGS_HUN_INT","SSNGS_64.2018_INT",1189,NA,"shiver_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1189,38.24,37.88,1195,1195,1195,1195,1195,1201,1,1,1,1,454836,235608,235608,10.25,10.18,8.66,8.6,5471,5451,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.008,0,1850.29,168.21,1189,1189,"1189","1189","1189","1189",1183,1189,"1","1","1","1","SSNGS_HUN_INT_SSNGS_64.2018_INT_shiver_genome",454836,235608,235608,46617,10.25,39380,8.66,3345,0.74,0,0,5471,100,100,100,46309,10.18,39118,8.6,3399,0.75,0,0,5451,100,100,100,"shiver_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,2,0,2,0,0,0,0,0,46159,0,0,424599,458,0.957322,0.906874,0.978469,0.945946,0.941312,1862.61,28.85," 30;14.02",1545024,7698240," 104%"
"V2.132","SSNGS_HUN_INT","SSNGS_64.2018_INT",1189,NA,"smaltalign_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1189,38.16,37.88,1195,1195,1195,1195,1195,1201,1,1,1,1,454831,235608,235608,10.25,10.18,8.66,8.6,5471,5451,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.008,0,1766.19,168.21,1189,1189,"1189","1189","1189","1189",1183,1189,"1","1","1","1","SSNGS_HUN_INT_SSNGS_64.2018_INT_smaltalign_genome",454831,235608,235608,46616,10.25,39372,8.66,3350,0.74,0,0,5471,100,100,100,46309,10.18,39118,8.6,3399,0.75,0,0,5451,100,100,100,"smaltalign_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,2,0,2,0,0,0,0,0,46163,0,0,424600,453,0.960669,0.914989,0.978469,0.951094,0.945665,1114.34,7.42," 8;44.58",1425860,1357632," 213%"
"V2.232","SSNGS_HUN_INT","SSNGS_64.2018_INT",1189,NA,"viralngs_genome",1,1,0,0,0,0,1192,1192,0,0,0,0,1,1192,1192,1189,38.34,37.88,1192,1192,1192,1192,1192,1195,1,1,1,1,454947,235608,235608,10.16,10.18,8.62,8.6,5415,5451,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.005,0,590.22,252.95,1186,1186,"1186","1186","1186","1186",1180,1183,"1","1","1","1","SSNGS_HUN_INT_SSNGS_64.2018_INT_viralngs_genome",454947,235608,235608,46232,10.16,39236,8.62,3366,0.74,0,0,5415,100,100,100,46309,10.18,39118,8.6,3399,0.75,0,0,5451,100,100,100,"viralngs_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,5,0,0,0,0,0,45927,0,0,424984,305,0.966527,0.963235,0.940191,0.980695,0.951574,647.06,20.57," 4;37.59",1244924,4420968," 240%"
"V2.332","SSNGS_HUN_INT","SSNGS_64.2018_INT",1189,NA,"vpipe_genome",1,1,0,0,0,0,1195,1195,0,0,0,0,1,1195,1195,1189,38.16,37.88,1195,1195,1195,1195,1195,1201,1,1,1,1,454833,235608,235608,10.25,10.18,8.66,8.6,5467,5451,100,100,0,0,0,0,0,0,0,0,"0 + 0 part",0,100,1.008,0,1766.19,0,1189,1189,"1189","1189","1189","1189",1183,1189,"1","1","1","1","SSNGS_HUN_INT_SSNGS_64.2018_INT_vpipe_genome",454833,235608,235608,46610,10.25,39370,8.66,3354,0.74,0,0,5467,100,100,100,46309,10.18,39118,8.6,3399,0.75,0,0,5451,100,100,100,"vpipe_genome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,46159,0,0,424606,451,0.96318,0.921171,0.978469,0.954955,0.948956,27796.85,6672.94," 2;32;17",1183428,17146048," 377%"
